id,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,serial_number,serial_number_1
8450,2014,J,Information Media and Telecommunications,h_200+,Fixed tangible assets,5966,DOLLARS(millions),1541,1541
8476,2017,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,C,DOLLARS(millions),1542,1542
8585,2018,J,Information Media and Telecommunications,h_200+,Rolling mean employees,23391,COUNT,1543,1543
8615,2011,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,100,DOLLARS(millions),1544,1544
8952,2015,K,Financial and Insurance Services,f_50-99,Total assets,7408,DOLLARS(millions),1545,1545
9022,2012,K,Financial and Insurance Services,d_10-19,Total income,957,DOLLARS(millions),1546,1546
9099,2020,K,Financial and Insurance Services,i_Industry_Total,Total income,72830,DOLLARS(millions),1547,1547
9111,2011,K,Financial and Insurance Services,c_6-9,Activity unit,267,COUNT,1548,1548
9131,2013,K,Financial and Insurance Services,e_20-49,Activity unit,69,COUNT,1549,1549
9144,2014,K,Financial and Insurance Services,i_Industry_Total,Activity unit,24963,COUNT,1550,1550
9180,2018,K,Financial and Insurance Services,i_Industry_Total,Activity unit,30639,COUNT,1551,1551
9232,2013,K,Financial and Insurance Services,g_100-199,Total expenditure,2020,DOLLARS(millions),1552,1552
9262,2017,K,Financial and Insurance Services,a_0,Total expenditure,12621,DOLLARS(millions),1553,1553
9297,2020,K,Financial and Insurance Services,i_Industry_Total,Total expenditure,49852,DOLLARS(millions),1554,1554
9400,2021,K,Financial and Insurance Services,d_10-19,Fixed tangible assets,128,DOLLARS(millions),1555,1555
9445,2015,K,Financial and Insurance Services,d_10-19,Rolling mean employees,2097,COUNT,1556,1556
9446,2015,K,Financial and Insurance Services,e_20-49,Rolling mean employees,2670,COUNT,1557,1557
9464,2017,K,Financial and Insurance Services,e_20-49,Rolling mean employees,2775,COUNT,1558,1558
9498,2021,K,Financial and Insurance Services,c_6-9,Rolling mean employees,1827,COUNT,1559,1559
9506,2011,K,Financial and Insurance Services,b_1-5,Salaries and wages paid,337,DOLLARS(millions),1560,1560
9510,2011,K,Financial and Insurance Services,f_50-99,Salaries and wages paid,185,DOLLARS(millions),1561,1561
9513,2011,K,Financial and Insurance Services,i_Industry_Total,Salaries and wages paid,4632,DOLLARS(millions),1562,1562
9540,2014,K,Financial and Insurance Services,i_Industry_Total,Salaries and wages paid,5169,DOLLARS(millions),1563,1563
9716,2012,K,Financial and Insurance Services,e_20-49,"Sales, government funding, grants and subsidies",499,DOLLARS(millions),1564,1564
9722,2013,K,Financial and Insurance Services,b_1-5,"Sales, government funding, grants and subsidies",1071,DOLLARS(millions),1565,1565
9780,2019,K,Financial and Insurance Services,f_50-99,"Sales, government funding, grants and subsidies",782,DOLLARS(millions),1566,1566
9800,2021,K,Financial and Insurance Services,h_200+,"Sales, government funding, grants and subsidies",9141,DOLLARS(millions),1567,1567
9802,2011,L,"Rental, Hiring and Real Estate Services",a_0,Total assets,143197,DOLLARS(millions),1568,1568
9869,2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Total assets,1843,DOLLARS(millions),1569,1569
9898,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Total assets,5004,DOLLARS(millions),1570,1570
9967,2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,1211,DOLLARS(millions),1571,1571
9985,2020,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,1211,DOLLARS(millions),1572,1572
10009,2012,L,"Rental, Hiring and Real Estate Services",a_0,Activity unit,62991,COUNT,1573,1573
10060,2017,L,"Rental, Hiring and Real Estate Services",g_100-199,Activity unit,30,COUNT,1574,1574
10205,2011,L,"Rental, Hiring and Real Estate Services",h_200+,Fixed tangible assets,C,DOLLARS(millions),1575,1575
10240,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Fixed tangible assets,1178,DOLLARS(millions),1576,1576
10294,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Fixed tangible assets,C,DOLLARS(millions),1577,1577
10320,2013,L,"Rental, Hiring and Real Estate Services",f_50-99,Rolling mean employees,1812,COUNT,1578,1578
10342,2016,L,"Rental, Hiring and Real Estate Services",a_0,Rolling mean employees,0,COUNT,1579,1579
10355,2017,L,"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees,4215,COUNT,1580,1580
10402,2011,L,"Rental, Hiring and Real Estate Services",g_100-199,Salaries and wages paid,92,DOLLARS(millions),1581,1581
10511,2012,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,72,DOLLARS(millions),1582,1582
10539,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,6477,DOLLARS(millions),1583,1583
10611,2012,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,"Sales, government funding, grants and subsidies",18596,DOLLARS(millions),1584,1584
10670,2019,L,"Rental, Hiring and Real Estate Services",e_20-49,"Sales, government funding, grants and subsidies",1239,DOLLARS(millions),1585,1585
10673,2019,L,"Rental, Hiring and Real Estate Services",h_200+,"Sales, government funding, grants and subsidies",1120,DOLLARS(millions),1586,1586
10677,2020,L,"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies",1275,DOLLARS(millions),1587,1587
10715,2013,M,"Professional, Scientific and Technical Services",e_20-49,Total assets,3805,DOLLARS(millions),1588,1588
10725,2014,M,"Professional, Scientific and Technical Services",f_50-99,Total assets,2720,DOLLARS(millions),1589,1589
10736,2015,M,"Professional, Scientific and Technical Services",h_200+,Total assets,28525,DOLLARS(millions),1590,1590
10875,2020,M,"Professional, Scientific and Technical Services",c_6-9,Total income,2757,DOLLARS(millions),1591,1591
10896,2011,M,"Professional, Scientific and Technical Services",f_50-99,Activity unit,168,COUNT,1592,1592
10910,2013,M,"Professional, Scientific and Technical Services",b_1-5,Activity unit,12309,COUNT,1593,1593
10944,2016,M,"Professional, Scientific and Technical Services",i_Industry_Total,Activity unit,56484,COUNT,1594,1594
11017,2014,M,"Professional, Scientific and Technical Services",a_0,Total expenditure,4300,DOLLARS(millions),1595,1595
11189,2011,M,"Professional, Scientific and Technical Services",b_1-5,Rolling mean employees,23163,COUNT,1596,1596
11199,2012,M,"Professional, Scientific and Technical Services",c_6-9,Rolling mean employees,11421,COUNT,1597,1597
11233,2016,M,"Professional, Scientific and Technical Services",a_0,Rolling mean employees,0,COUNT,1598,1598
11340,2016,M,"Professional, Scientific and Technical Services",i_Industry_Total,Salaries and wages paid,12366,DOLLARS(millions),1599,1599
11525,2015,M,"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies",3935,DOLLARS(millions),1600,1600
11565,2019,M,"Professional, Scientific and Technical Services",i_Industry_Total,"Sales, government funding, grants and subsidies",40504,DOLLARS(millions),1601,1601
11571,2020,M,"Professional, Scientific and Technical Services",f_50-99,"Sales, government funding, grants and subsidies",3853,DOLLARS(millions),1602,1602
11673,2020,N,Administrative and Support Services,i_Industry_Total,Total assets,12329,DOLLARS(millions),1603,1603
11911,2014,N,Administrative and Support Services,d_10-19,Total expenditure,697,DOLLARS(millions),1604,1604
11972,2021,N,Administrative and Support Services,b_1-5,Total expenditure,1255,DOLLARS(millions),1605,1605
12029,2016,N,Administrative and Support Services,e_20-49,Fixed tangible assets,150,DOLLARS(millions),1606,1606
12063,2020,N,Administrative and Support Services,c_6-9,Fixed tangible assets,127,DOLLARS(millions),1607,1607
12345,2018,N,Administrative and Support Services,f_50-99,Operating profit before tax,58,DOLLARS(millions),1608,1608
12355,2019,N,Administrative and Support Services,g_100-199,Operating profit before tax,43,DOLLARS(millions),1609,1609
12469,2021,N,Administrative and Support Services,d_10-19,"Sales, government funding, grants and subsidies",932,DOLLARS(millions),1610,1610
12491,2012,O,Public Administration and Safety,h_200+,Total assets,422,DOLLARS(millions),1611,1611
12554,2019,O,Public Administration and Safety,h_200+,Total assets,388,DOLLARS(millions),1612,1612
12580,2011,O,Public Administration and Safety,g_100-199,Total income,81,DOLLARS(millions),1613,1613
12585,2012,O,Public Administration and Safety,c_6-9,Total income,38,DOLLARS(millions),1614,1614
12590,2012,O,Public Administration and Safety,h_200+,Total income,353,DOLLARS(millions),1615,1615
12614,2015,O,Public Administration and Safety,e_20-49,Total income,115,DOLLARS(millions),1616,1616
12615,2015,O,Public Administration and Safety,f_50-99,Total income,53,DOLLARS(millions),1617,1617
12643,2018,O,Public Administration and Safety,g_100-199,Total income,155,DOLLARS(millions),1618,1618
12674,2011,O,Public Administration and Safety,b_1-5,Activity unit,342,COUNT,1619,1619
12857,2020,O,Public Administration and Safety,e_20-49,Total expenditure,146,DOLLARS(millions),1620,1620
12875,2011,O,Public Administration and Safety,e_20-49,Fixed tangible assets,7,DOLLARS(millions),1621,1621
12881,2012,O,Public Administration and Safety,b_1-5,Fixed tangible assets,14,DOLLARS(millions),1622,1622
12961,2021,O,Public Administration and Safety,a_0,Fixed tangible assets,26,DOLLARS(millions),1623,1623
12992,2013,O,Public Administration and Safety,e_20-49,Rolling mean employees,1521,COUNT,1624,1624
12999,2014,O,Public Administration and Safety,c_6-9,Rolling mean employees,498,COUNT,1625,1625
13118,2016,O,Public Administration and Safety,e_20-49,Salaries and wages paid,51,DOLLARS(millions),1626,1626
13188,2013,O,Public Administration and Safety,c_6-9,Operating profit before tax,4,DOLLARS(millions),1627,1627
13206,2015,O,Public Administration and Safety,c_6-9,Operating profit before tax,3,DOLLARS(millions),1628,1628
13244,2019,O,Public Administration and Safety,e_20-49,Operating profit before tax,C,DOLLARS(millions),1629,1629
13310,2015,O,Public Administration and Safety,h_200+,"Sales, government funding, grants and subsidies",624,DOLLARS(millions),1630,1630
13352,2020,O,Public Administration and Safety,e_20-49,"Sales, government funding, grants and subsidies",148,DOLLARS(millions),1631,1631
13377,2012,P,Education and Training,c_6-9,Total assets,219,DOLLARS(millions),1632,1632
13384,2013,P,Education and Training,a_0,Total assets,378,DOLLARS(millions),1633,1633
13387,2013,P,Education and Training,d_10-19,Total assets,444,DOLLARS(millions),1634,1634
13405,2015,P,Education and Training,d_10-19,Total assets,403,DOLLARS(millions),1635,1635
13482,2012,P,Education and Training,i_Industry_Total,Total income,3347,DOLLARS(millions),1636,1636
13528,2018,P,Education and Training,a_0,Total income,476,DOLLARS(millions),1637,1637
13598,2014,P,Education and Training,h_200+,Activity unit,15,COUNT,1638,1638
13805,2015,P,Education and Training,h_200+,Fixed tangible assets,729,DOLLARS(millions),1639,1639
13838,2019,P,Education and Training,e_20-49,Fixed tangible assets,250,DOLLARS(millions),1640,1640
13887,2013,P,Education and Training,i_Industry_Total,Rolling mean employees,40284,COUNT,1641,1641
13929,2018,P,Education and Training,f_50-99,Rolling mean employees,5289,COUNT,1642,1642
14121,2017,P,Education and Training,i_Industry_Total,Operating profit before tax,409,DOLLARS(millions),1643,1643
14156,2021,P,Education and Training,h_200+,Operating profit before tax,123,DOLLARS(millions),1644,1644
14159,2011,P,Education and Training,b_1-5,"Sales, government funding, grants and subsidies",279,DOLLARS(millions),1645,1645
14183,2013,P,Education and Training,h_200+,"Sales, government funding, grants and subsidies",593,DOLLARS(millions),1646,1646
14246,2020,P,Education and Training,h_200+,"Sales, government funding, grants and subsidies",1336,DOLLARS(millions),1647,1647
14262,2011,Q,Health Care and Social Assistance,f_50-99,Total assets,1782,DOLLARS(millions),1648,1648
14321,2018,Q,Health Care and Social Assistance,b_1-5,Total assets,1559,DOLLARS(millions),1649,1649
14338,2020,Q,Health Care and Social Assistance,a_0,Total assets,2507,DOLLARS(millions),1650,1650
14364,2011,Q,Health Care and Social Assistance,i_Industry_Total,Total income,12361,DOLLARS(millions),1651,1651
14370,2012,Q,Health Care and Social Assistance,f_50-99,Total income,1238,DOLLARS(millions),1652,1652
14461,2011,Q,Health Care and Social Assistance,g_100-199,Activity unit,93,COUNT,1653,1653
14466,2012,Q,Health Care and Social Assistance,c_6-9,Activity unit,1263,COUNT,1654,1654
14481,2013,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,16998,COUNT,1655,1655
14623,2018,Q,Health Care and Social Assistance,g_100-199,Total expenditure,2090,DOLLARS(millions),1656,1656
14692,2015,Q,Health Care and Social Assistance,d_10-19,Fixed tangible assets,375,DOLLARS(millions),1657,1657
14709,2017,Q,Health Care and Social Assistance,c_6-9,Fixed tangible assets,364,DOLLARS(millions),1658,1658
14780,2014,Q,Health Care and Social Assistance,b_1-5,Rolling mean employees,12432,COUNT,1659,1659
14781,2014,Q,Health Care and Social Assistance,c_6-9,Rolling mean employees,7911,COUNT,1660,1660
14782,2014,Q,Health Care and Social Assistance,d_10-19,Rolling mean employees,13761,COUNT,1661,1661
14792,2015,Q,Health Care and Social Assistance,e_20-49,Rolling mean employees,21690,COUNT,1662,1662
14811,2017,Q,Health Care and Social Assistance,f_50-99,Rolling mean employees,17910,COUNT,1663,1663
14814,2017,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,156834,COUNT,1664,1664
14877,2013,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,5568,DOLLARS(millions),1665,1665
14881,2014,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,494,DOLLARS(millions),1666,1666
14994,2015,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1968,DOLLARS(millions),1667,1667
15083,2014,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",3213,DOLLARS(millions),1668,1668
15116,2018,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",2013,DOLLARS(millions),1669,1669
15328,2020,R,Arts and Recreation Services,a_0,Total income,1013,DOLLARS(millions),1670,1670
15426,2019,R,Arts and Recreation Services,i_Industry_Total,Activity unit,10200,COUNT,1671,1671
15435,2020,R,Arts and Recreation Services,i_Industry_Total,Activity unit,10338,COUNT,1672,1672
15463,2013,R,Arts and Recreation Services,a_0,Total expenditure,584,DOLLARS(millions),1673,1673
15510,2018,R,Arts and Recreation Services,c_6-9,Total expenditure,324,DOLLARS(millions),1674,1674
15532,2020,R,Arts and Recreation Services,g_100-199,Total expenditure,528,DOLLARS(millions),1675,1675
15582,2015,R,Arts and Recreation Services,c_6-9,Fixed tangible assets,310,DOLLARS(millions),1676,1676
15620,2019,R,Arts and Recreation Services,e_20-49,Fixed tangible assets,1622,DOLLARS(millions),1677,1677
15708,2018,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2424,COUNT,1678,1678
15722,2019,R,Arts and Recreation Services,h_200+,Rolling mean employees,9750,COUNT,1679,1679
15807,2018,R,Arts and Recreation Services,c_6-9,Salaries and wages paid,67,DOLLARS(millions),1680,1680
15840,2021,R,Arts and Recreation Services,i_Industry_Total,Salaries and wages paid,1477,DOLLARS(millions),1681,1681
15893,2016,R,Arts and Recreation Services,h_200+,Operating profit before tax,420,DOLLARS(millions),1682,1682
15932,2021,R,Arts and Recreation Services,b_1-5,Operating profit before tax,59,DOLLARS(millions),1683,1683
15999,2017,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",328,DOLLARS(millions),1684,1684
16004,2018,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",619,DOLLARS(millions),1685,1685
16017,2019,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",332,DOLLARS(millions),1686,1686
16072,2014,S,Other Services,g_100-199,Total assets,300,DOLLARS(millions),1687,1687
16348,2012,S,Other Services,d_10-19,Total expenditure,1146,DOLLARS(millions),1688,1688
16418,2020,S,Other Services,b_1-5,Total expenditure,3012,DOLLARS(millions),1689,1689
16434,2021,S,Other Services,i_Industry_Total,Total expenditure,11682,DOLLARS(millions),1690,1690
16442,2011,S,Other Services,h_200+,Fixed tangible assets,88,DOLLARS(millions),1691,1691
16482,2016,S,Other Services,c_6-9,Fixed tangible assets,212,DOLLARS(millions),1692,1692
16558,2013,S,Other Services,g_100-199,Rolling mean employees,2631,COUNT,1693,1693
16596,2017,S,Other Services,i_Industry_Total,Rolling mean employees,60798,COUNT,1694,1694
16677,2015,S,Other Services,i_Industry_Total,Salaries and wages paid,2633,DOLLARS(millions),1695,1695
16757,2013,S,Other Services,h_200+,Operating profit before tax,10,DOLLARS(millions),1696,1696
16780,2016,S,Other Services,d_10-19,Operating profit before tax,104,DOLLARS(millions),1697,1697
16784,2016,S,Other Services,h_200+,Operating profit before tax,17,DOLLARS(millions),1698,1698
16822,2021,S,Other Services,a_0,Operating profit before tax,386,DOLLARS(millions),1699,1699
16856,2013,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",307,DOLLARS(millions),1700,1700
16920,2020,S,Other Services,i_Industry_Total,"Sales, government funding, grants and subsidies",10845,DOLLARS(millions),1701,1701
16935,2016,all,All Industries,j_Grand_Total,Total assets,1946267,DOLLARS(millions),1702,1702
16946,2016,all,All Industries,j_Grand_Total,Total income,606511,DOLLARS(millions),1703,1703
16982,2019,all,All Industries,j_Grand_Total,Fixed tangible assets,538578,DOLLARS(millions),1704,1704
77,2019,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,7020,DOLLARS(millions),1705,1705
151,2016,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,526,DOLLARS(millions),1706,1706
171,2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total income,44901,DOLLARS(millions),1707,1707
179,2019,A,"Agriculture, Forestry and Fishing",h_200+,Total income,1725,DOLLARS(millions),1708,1708
206,2011,A,"Agriculture, Forestry and Fishing",h_200+,Activity unit,15,COUNT,1709,1709
310,2012,A,"Agriculture, Forestry and Fishing",d_10-19,Total expenditure,2676,DOLLARS(millions),1710,1710
369,2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total expenditure,36830,DOLLARS(millions),1711,1711
376,2019,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,454,DOLLARS(millions),1712,1712
425,2014,A,"Agriculture, Forestry and Fishing",b_1-5,Fixed tangible assets,32629,DOLLARS(millions),1713,1713
429,2014,A,"Agriculture, Forestry and Fishing",f_50-99,Fixed tangible assets,1107,DOLLARS(millions),1714,1714
431,2014,A,"Agriculture, Forestry and Fishing",h_200+,Fixed tangible assets,C,DOLLARS(millions),1715,1715
473,2019,A,"Agriculture, Forestry and Fishing",e_20-49,Fixed tangible assets,3355,DOLLARS(millions),1716,1716
493,2021,A,"Agriculture, Forestry and Fishing",g_100-199,Fixed tangible assets,697,DOLLARS(millions),1717,1717
627,2014,A,"Agriculture, Forestry and Fishing",f_50-99,Salaries and wages paid,200,DOLLARS(millions),1718,1718
737,2015,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,84,DOLLARS(millions),1719,1719
803,2012,A,"Agriculture, Forestry and Fishing",b_1-5,"Sales, government funding, grants and subsidies",13975,DOLLARS(millions),1720,1720
806,2012,A,"Agriculture, Forestry and Fishing",e_20-49,"Sales, government funding, grants and subsidies",2057,DOLLARS(millions),1721,1721
963,2018,B,Mining,i_Industry_Total,Total assets,12009,DOLLARS(millions),1722,1722
971,2019,B,Mining,h_200+,Total assets,C,DOLLARS(millions),1723,1723
1005,2012,B,Mining,f_50-99,Total income,C,DOLLARS(millions),1724,1724
1054,2018,B,Mining,a_0,Total income,1637,DOLLARS(millions),1725,1725
1086,2021,B,Mining,f_50-99,Total income,220,DOLLARS(millions),1726,1726
1131,2015,B,Mining,f_50-99,Activity unit,12,COUNT,1727,1727
1177,2020,B,Mining,g_100-199,Activity unit,9,COUNT,1728,1728
1238,2016,B,Mining,e_20-49,Total expenditure,749,DOLLARS(millions),1729,1729
1283,2021,B,Mining,e_20-49,Total expenditure,307,DOLLARS(millions),1730,1730
1343,2017,B,Mining,b_1-5,Fixed tangible assets,410,DOLLARS(millions),1731,1731
1352,2018,B,Mining,b_1-5,Fixed tangible assets,687,DOLLARS(millions),1732,1732
1401,2012,B,Mining,f_50-99,Rolling mean employees,603,COUNT,1733,1733
1444,2017,B,Mining,d_10-19,Rolling mean employees,489,COUNT,1734,1734
1447,2017,B,Mining,g_100-199,Rolling mean employees,402,COUNT,1735,1735
1494,2011,B,Mining,i_Industry_Total,Salaries and wages paid,621,DOLLARS(millions),1736,1736
1498,2012,B,Mining,d_10-19,Salaries and wages paid,45,DOLLARS(millions),1737,1737
1601,2012,B,Mining,h_200+,Operating profit before tax,218,DOLLARS(millions),1738,1738
1627,2015,B,Mining,g_100-199,Operating profit before tax,211,DOLLARS(millions),1739,1739
1656,2018,B,Mining,i_Industry_Total,Operating profit before tax,2182,DOLLARS(millions),1740,1740
1735,2016,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",787,DOLLARS(millions),1741,1741
1831,2016,C,Manufacturing,d_10-19,Total assets,2836,DOLLARS(millions),1742,1742
1846,2018,C,Manufacturing,a_0,Total assets,3402,DOLLARS(millions),1743,1743
1922,2015,C,Manufacturing,e_20-49,Total income,8212,DOLLARS(millions),1744,1744
1928,2016,C,Manufacturing,b_1-5,Total income,4046,DOLLARS(millions),1745,1745
2101,2013,C,Manufacturing,d_10-19,Total expenditure,4455,DOLLARS(millions),1746,1746
2164,2020,C,Manufacturing,d_10-19,Total expenditure,5076,DOLLARS(millions),1747,1747
2166,2020,C,Manufacturing,f_50-99,Total expenditure,9255,DOLLARS(millions),1748,1748
2179,2011,C,Manufacturing,a_0,Fixed tangible assets,645,DOLLARS(millions),1749,1749
2216,2015,C,Manufacturing,b_1-5,Fixed tangible assets,654,DOLLARS(millions),1750,1750
2231,2016,C,Manufacturing,h_200+,Fixed tangible assets,17210,DOLLARS(millions),1751,1751
2235,2017,C,Manufacturing,c_6-9,Fixed tangible assets,416,DOLLARS(millions),1752,1752
2258,2019,C,Manufacturing,h_200+,Fixed tangible assets,19201,DOLLARS(millions),1753,1753
2286,2011,C,Manufacturing,i_Industry_Total,Rolling mean employees,221694,COUNT,1754,1754
2337,2017,C,Manufacturing,f_50-99,Rolling mean employees,28836,COUNT,1755,1755
2465,2020,C,Manufacturing,h_200+,Salaries and wages paid,7604,DOLLARS(millions),1756,1756
2528,2016,C,Manufacturing,h_200+,Operating profit before tax,3893,DOLLARS(millions),1757,1757
2595,2013,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2261,DOLLARS(millions),1758,1758
2611,2015,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",1911,DOLLARS(millions),1759,1759
2705,2014,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,665,DOLLARS(millions),1760,1760
2742,2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,2078,DOLLARS(millions),1761,1761
2770,2021,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,5252,DOLLARS(millions),1762,1762
2799,2013,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income,18414,DOLLARS(millions),1763,1763
2801,2014,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,204,DOLLARS(millions),1764,1764
2925,2016,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1128,COUNT,1765,1765
2943,2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1137,COUNT,1766,1766
2966,2021,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,36,COUNT,1767,1767
2977,2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,594,DOLLARS(millions),1768,1768
2994,2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,1118,DOLLARS(millions),1769,1769
2997,2013,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,15801,DOLLARS(millions),1770,1770
3024,2016,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,15663,DOLLARS(millions),1771,1771
3064,2021,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,400,DOLLARS(millions),1772,1772
3266,2021,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,13794,COUNT,1773,1773
3377,2012,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,45,DOLLARS(millions),1774,1774
3400,2014,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,152,DOLLARS(millions),1775,1775
3451,2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,22,DOLLARS(millions),1776,1776
3524,2017,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",294,DOLLARS(millions),1777,1777
3557,2021,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",249,DOLLARS(millions),1778,1778
3593,2014,E,Construction,b_1-5,Total assets,4918,DOLLARS(millions),1779,1779
3646,2020,E,Construction,a_0,Total assets,17997,DOLLARS(millions),1780,1780
3647,2020,E,Construction,b_1-5,Total assets,7996,DOLLARS(millions),1781,1781
3677,2012,E,Construction,e_20-49,Total income,4219,DOLLARS(millions),1782,1782
3703,2015,E,Construction,d_10-19,Total income,4516,DOLLARS(millions),1783,1783
3721,2017,E,Construction,d_10-19,Total income,6281,DOLLARS(millions),1784,1784
3749,2020,E,Construction,e_20-49,Total income,9035,DOLLARS(millions),1785,1785
3793,2014,E,Construction,d_10-19,Activity unit,1734,COUNT,1786,1786
3810,2016,E,Construction,c_6-9,Activity unit,2502,COUNT,1787,1787
3840,2019,E,Construction,f_50-99,Activity unit,225,COUNT,1788,1788
3876,2012,E,Construction,f_50-99,Total expenditure,2536,DOLLARS(millions),1789,1789
3923,2017,E,Construction,h_200+,Total expenditure,9242,DOLLARS(millions),1790,1790
3956,2021,E,Construction,e_20-49,Total expenditure,8045,DOLLARS(millions),1791,1791
4006,2016,E,Construction,a_0,Fixed tangible assets,2952,DOLLARS(millions),1792,1792
4142,2020,E,Construction,b_1-5,Rolling mean employees,40149,COUNT,1793,1793
4150,2021,E,Construction,a_0,Rolling mean employees,0,COUNT,1794,1794
4181,2013,E,Construction,e_20-49,Salaries and wages paid,1057,DOLLARS(millions),1795,1795
4340,2020,E,Construction,b_1-5,Operating profit before tax,868,DOLLARS(millions),1796,1796
4351,2021,E,Construction,d_10-19,Operating profit before tax,795,DOLLARS(millions),1797,1797
4409,2016,E,Construction,h_200+,"Sales, government funding, grants and subsidies",8036,DOLLARS(millions),1798,1798
4416,2017,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",4063,DOLLARS(millions),1799,1799
4449,2021,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",6553,DOLLARS(millions),1800,1800
4546,2021,F,Wholesale Trade,a_0,Total assets,6645,DOLLARS(millions),1801,1801
4638,2020,F,Wholesale Trade,c_6-9,Total income,5460,DOLLARS(millions),1802,1802
4680,2013,F,Wholesale Trade,i_Industry_Total,Activity unit,16839,COUNT,1803,1803
4748,2021,F,Wholesale Trade,e_20-49,Activity unit,699,COUNT,1804,1804
4791,2015,F,Wholesale Trade,c_6-9,Total expenditure,6088,DOLLARS(millions),1805,1805
4807,2017,F,Wholesale Trade,a_0,Total expenditure,7119,DOLLARS(millions),1806,1806
4844,2021,F,Wholesale Trade,b_1-5,Total expenditure,8536,DOLLARS(millions),1807,1807
5021,2018,F,Wholesale Trade,h_200+,Rolling mean employees,27369,COUNT,1808,1808
5097,2016,F,Wholesale Trade,c_6-9,Salaries and wages paid,553,DOLLARS(millions),1809,1809
5118,2018,F,Wholesale Trade,f_50-99,Salaries and wages paid,1052,DOLLARS(millions),1810,1810
5197,2016,F,Wholesale Trade,d_10-19,Operating profit before tax,395,DOLLARS(millions),1811,1811
5227,2019,F,Wholesale Trade,g_100-199,Operating profit before tax,261,DOLLARS(millions),1812,1812
5228,2019,F,Wholesale Trade,h_200+,Operating profit before tax,875,DOLLARS(millions),1813,1813
5272,2013,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",8361,DOLLARS(millions),1814,1814
